Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,FrameType,CPUStartTime,FrameTime,CPUBusy,CPUWait,GPULatency,GPUTime,GPUBusy,GPUWait,DisplayLatency,DisplayedTime,AnimationError,AnimationTime,AllInputToPhotonLatency,ClickToPhotonLatency,InstrumentedLatency,GPUPower,GPUVoltage,GPUFrequency,GPUTemperature,GPUUtilization,3D/ComputeUtilization,MediaUtilization,GPUMemoryPower,GPUMemoryVoltage,GPUMemoryFrequency,GPUMemoryEffectiveFrequency,GPUMemoryTemperature,GPUMemorySize,GPUMemorySizeUsed,GPUMemoryMaxBandwidth,GPUMemoryReadBandwidth,GPUMemoryWriteBandwidth,GPUFanSpeed[0],GPUFanSpeed[1],GPUFanSpeed[2],GPUFanSpeed[3],GPUPowerLimited,GPUTemperatureLimited,GPUCurrentLimited,GPUVoltageLimited,GPUUtilizationLimited,GPUMemoryPowerLimited,GPUMemoryTemperatureLimited,GPUMemoryCurrentLimited,GPUMemoryVoltageLimited,GPUMemoryUtilizationLimited,CPUUtilization,CPUPower,CPUTemperature,CPUFrequency
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0,6.3510,6.2767,0.0743,3.8348,6.2671,4.3275,1.9396,10.2396,4.0125,-2.3237,7062.4899,NA,NA,0.0000,140.1980,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.0379,NA,NA,4920.9759
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.006351,3.9596,2.8829,1.0767,3.7509,4.0111,4.0111,0.0000,7.9011,3.9232,2.3385,7068.8409,NA,NA,0.0000,140.1980,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.0379,NA,NA,4920.9759
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.01031,4.0415,2.3219,1.7196,3.8024,3.9325,3.9325,0.0000,7.8647,4.2746,0.0364,7072.8005,NA,NA,0.0000,140.1980,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.0379,NA,NA,4920.9759
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.01435,3.8952,2.0969,1.7983,3.6934,4.2807,4.2776,0.0031,8.0978,5.2406,-0.2331,7076.8420,NA,NA,0.0000,140.1980,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.0379,NA,NA,4920.9759
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.01825,5.7605,5.6633,0.0972,4.0789,5.2209,4.1744,1.0465,9.4432,3.9200,-1.3454,7080.7372,NA,NA,0.0000,140.1980,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.0379,NA,NA,4920.9759
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.02401,3.7664,2.6150,1.1514,3.5393,3.9318,3.9318,0.0000,7.6027,4.1854,1.8405,7086.4977,NA,NA,0.0000,140.1980,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.0379,NA,NA,4920.9759
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.02777,3.9065,2.6089,1.2976,3.7047,4.1722,4.1653,0.0069,8.0217,6.7957,-0.4190,7090.2641,NA,NA,0.0000,140.1980,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.0379,NA,NA,4920.9759
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.03168,7.1387,7.0608,0.0779,3.9704,6.7947,4.0641,2.7306,10.9109,4.1940,-2.8892,7094.1706,NA,NA,0.0000,140.1980,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.0379,NA,NA,4920.9759
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.03882,3.8564,2.9400,0.9164,3.6264,4.1995,4.1995,0.0000,7.9662,5.4067,2.9447,7101.3093,NA,NA,0.0000,140.1980,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.0379,NA,NA,4920.9759
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.04268,4.1930,2.3865,1.8065,3.9695,3.8968,3.8918,0.0050,9.5165,4.9403,-1.5503,7105.1657,NA,NA,0.0000,140.1980,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.0379,NA,NA,4920.9759
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.04687,5.8736,5.8003,0.0733,3.6733,5.8884,4.1739,1.7145,10.2638,3.3883,-0.7473,7109.3587,NA,NA,0.0000,140.1980,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.0379,NA,NA,4920.9759
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.05274,4.4986,2.8333,1.6653,3.6881,3.9692,3.9692,0.0000,7.7785,4.0633,2.4853,7115.2323,NA,NA,0.0000,140.1980,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.0379,NA,NA,4920.9759
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.05724,3.3572,1.8168,1.5404,3.1587,4.0560,4.0560,0.0000,7.3432,3.8339,0.4353,7119.7309,NA,NA,0.0000,140.1980,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.0379,NA,NA,4920.9759
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.0606,4.0619,2.0884,1.9735,3.8575,3.8293,3.8249,0.0044,7.8199,5.9769,-0.4767,7123.0881,NA,NA,0.0000,153.2640,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.06466,5.5741,5.5002,0.0739,3.6249,5.9887,4.0655,1.9232,9.7349,3.8448,-1.9150,7127.1500,NA,NA,0.0000,153.2640,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.07023,4.2393,3.0987,1.1406,4.0395,3.8431,3.8431,0.0000,8.0056,3.8848,1.7293,7132.7241,7.2135,NA,0.0000,153.2640,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.07447,3.8638,2.3175,1.5463,3.6433,3.8846,3.8797,0.0049,7.6511,5.9496,0.3545,7136.9634,NA,NA,0.0000,153.2640,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.07834,5.7628,5.6929,0.0699,3.6641,5.9494,4.0441,1.9053,9.7369,3.8110,-2.0858,7140.8272,NA,NA,0.0000,153.2640,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.0841,4.0454,2.7476,1.2978,3.8507,3.8279,3.8279,0.0000,7.7851,3.8160,1.9518,7146.5900,NA,NA,0.0000,153.2640,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.08815,3.8468,2.0570,1.7898,3.6332,3.8098,3.8098,0.0000,7.5557,3.9205,0.2294,7150.6354,NA,NA,0.0000,153.2640,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.09199,3.7844,1.6090,2.1754,3.5962,3.8992,3.8934,0.0058,7.6294,6.3494,-0.0737,7154.4822,NA,NA,0.0000,153.2640,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.09578,5.4574,5.2980,0.1594,3.7110,6.3565,4.2565,2.1000,10.1944,3.8222,-2.5650,7158.2666,NA,NA,0.0000,153.2640,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.1012,4.8165,2.7546,2.0619,4.6101,3.8233,3.8233,0.0000,8.5592,3.8661,1.6352,7163.7240,NA,NA,0.0000,153.2640,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.1061,3.8159,1.3746,2.4413,3.6169,3.8570,3.8520,0.0050,7.6088,5.5170,0.9504,7168.5405,NA,NA,0.0000,153.2640,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.1099,4.5784,4.5108,0.0676,3.6580,5.5266,4.0511,1.4755,9.3099,3.8371,-1.7011,7172.3564,NA,NA,0.0000,153.2640,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.1144,4.8401,2.8462,1.9939,4.6062,3.8326,3.8326,0.0000,8.5686,3.8312,0.7413,7176.9348,NA,NA,0.0000,153.2640,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.1193,3.8146,1.7419,2.0727,3.5987,3.8504,3.8504,0.0000,7.5597,3.8192,1.0089,7181.7749,NA,NA,0.0000,153.2640,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.1231,3.8208,1.3635,2.4573,3.6345,3.8160,3.8115,0.0045,7.5643,5.5567,-0.0046,7185.5895,NA,NA,0.0000,153.2640,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.1269,4.7504,4.6816,0.0688,3.6297,5.5358,3.9961,1.5397,9.3002,3.7949,-1.7359,7189.4103,NA,NA,0.0000,153.2640,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.1317,4.6469,2.7792,1.8677,4.4151,3.8036,3.8036,0.0000,8.3447,3.8527,0.9555,7194.1607,NA,NA,0.0000,153.2640,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.1363,3.7779,1.5426,2.2353,3.5718,3.8612,3.8612,0.0000,7.5505,3.9129,0.7942,7198.8076,6.8112,NA,0.0000,153.2640,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.1401,3.8500,2.1208,1.7292,3.6551,3.8978,3.8926,0.0052,7.6855,5.8613,-0.1350,7202.5855,NA,NA,0.0000,153.2640,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.1439,5.5281,5.4574,0.0707,3.7029,5.8769,4.1157,1.7612,9.6968,3.9527,-2.0113,7206.4355,NA,NA,0.0000,153.2640,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.1495,4.2412,2.8123,1.4289,4.0517,3.9399,3.9399,0.0000,8.1214,3.9371,1.5754,7211.9636,NA,NA,0.0000,153.2640,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.1537,3.9497,2.0181,1.9316,3.7504,3.9469,3.9423,0.0046,7.8173,6.0639,0.3041,7216.2048,NA,NA,0.0000,153.2640,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5786689536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.1577,5.7957,5.7234,0.0723,3.7476,6.0540,4.2102,1.8438,9.9315,3.9492,-2.1142,7220.1545,NA,NA,0.0000,155.7340,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5787475968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.1635,4.2360,3.4049,0.8311,4.0059,3.9545,3.9545,0.0000,8.0850,3.9751,1.8465,7225.9502,NA,NA,0.0000,155.7340,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5787475968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.1677,3.9232,2.9922,0.9310,3.7244,3.9646,3.9598,0.0048,7.8241,7.9234,0.2609,7230.1862,NA,NA,0.0000,155.7340,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5787475968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.1716,7.0291,6.9528,0.0763,3.7658,7.0749,4.2065,2.8684,11.8243,3.1333,-4.0002,7234.1094,NA,NA,0.0000,155.7340,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5787475968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.1786,4.9055,2.9485,1.9570,3.8116,3.9912,3.9912,0.0000,7.9285,3.9895,3.8958,7241.1385,NA,NA,0.0000,155.7340,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5787475968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.1836,3.0881,1.5184,1.5697,2.8973,4.0528,4.0483,0.0045,7.0125,6.3331,0.9160,7246.0440,NA,NA,0.0000,155.7340,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5787475968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.1866,6.3468,6.2763,0.0705,3.8620,6.2663,4.1720,2.0943,10.2575,4.0960,-3.2450,7249.1321,7.8862,NA,0.0000,155.7340,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5787475968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.193,3.9875,3.0195,0.9680,3.7815,4.0990,4.0990,0.0000,8.0067,4.0785,2.2508,7255.4789,NA,NA,0.0000,155.7340,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5787475968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.197,4.1358,2.1954,1.9404,3.8930,4.0814,4.0814,0.0000,8.0977,4.0367,-0.0910,7259.4664,NA,NA,0.0000,155.7340,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5787475968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.2011,4.0325,1.6730,2.3595,3.8386,3.9863,3.9812,0.0051,7.9986,5.4495,0.0991,7263.6022,NA,NA,0.0000,155.7340,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5787475968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.2051,5.4149,5.3447,0.0702,3.7924,5.5048,4.1518,1.3530,9.4156,3.9741,-1.4170,7267.6347,NA,NA,0.0000,155.7340,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5787475968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.2106,4.0772,2.8965,1.1807,3.8823,3.9771,3.9771,0.0000,7.9748,3.9758,1.4408,7273.0496,NA,NA,0.0000,155.7340,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5787475968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.2146,3.9717,2.6207,1.3510,3.7822,3.9768,3.9724,0.0044,7.8734,6.3957,0.1014,7277.1268,NA,NA,0.0000,155.7340,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5787475968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.2186,6.3346,6.2630,0.0716,3.7873,6.3807,4.1802,2.2005,10.2974,4.1556,-2.4240,7281.0985,NA,NA,0.0000,155.7340,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5787475968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.2249,4.0360,2.7801,1.2559,3.8334,4.1698,4.1698,0.0000,8.1184,3.8468,2.1790,7287.4331,NA,NA,0.0000,155.7340,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5787475968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.229,4.1782,2.4511,1.7271,3.9672,3.8510,3.8510,0.0000,7.9292,3.9618,0.1892,7291.4691,NA,NA,0.0000,155.7340,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5787475968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.2332,3.8270,1.5892,2.2378,3.6400,3.9580,3.9529,0.0051,7.7128,5.7687,0.2164,7295.6473,NA,NA,0.0000,155.7340,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5787475968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
cs2.exe,11364,0x1E5CB226D40,DXGI,0,512,1,Hardware Composed: Independent Flip,Application,0.237,5.4764,5.4052,0.0712,3.7710,5.7500,4.1350,1.6150,9.6545,3.9578,-1.9417,7299.4743,NA,NA,0.0000,155.7340,NA,1845.0000,75.0000,82.0000,NA,0.0000,NA,NA,7000.9800,NA,NA,8589934592,5787475968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1914,NA,NA,4916.7206
